,ngram,weight
144175,name secret pizza,-0.000854459894963092
190652,different ingredients ,-0.000854459894963092
100781,good onion rings,-0.000854459894963092
74512,felt like staying,-0.000854459894963092
106391,bring us food,-0.000854459894963092
90837,perfection  every,-0.000854459894963092
141885,wait  lunch,-0.000854459894963092
73308,food disappointment ,-0.000854459894963092
207975,stayed hotel two,-0.000854459894963092
205850,recommend anyone traveling,-0.000854459894963092
226624,lunch girlfriends ,-0.000854459894963092
204933,casino pretty big,-0.000854459894963092
237635,wanted try yardbird,-0.000854459894963092
85087, want dessert,-0.000854459894963092
200080,nights new years,-0.000854459894963092
261648,next time mon,-0.000854459894963092
168476,room atmosphere ,-0.000854459894963092
66650,way undercooked ,-0.000854459894963092
58001,spent much money,-0.000854459894963092
220311, started frangria,-0.000854459894963092
76390,previously frozen ,-0.000854459894963092
253199,busy check time,-0.000854459894963092
105006,didn want hear,-0.000854459894963092
94149,get phone call,-0.000854459894963092
122133, even curtains,-0.000854459894963092
206955,since everyone raved,-0.000854459894963092
73442,like everybody else,-0.000854459894963092
39479,went earl sandwich,-0.0008538714178117037
23723,five minutes later,-0.0008533458726535311
22133,late afternoon ,-0.0008532799991912422
32877,like  never,-0.0008532799991912422
15066,best breakfast ve,-0.0008511569349547966
30476, fairly priced,-0.0008505069179992231
4668,get drinks ,-0.0008504153246834548
18644, majority food,-0.0008503514891159639
36580, still enough,-0.0008502770233123518
41916,cheap  delicious,-0.0008502770233123518
23743,get cashier ,-0.0008502025887547846
19227,times never disappointed,-0.0008502025887547846
27193,like sitting long,-0.0008502025887547846
20914,didn even care,-0.0008502025887547846
21038,whole night ,-0.0008502025887547846
41518,hype buffet ,-0.0008502025887547846
21604, ordered hells,-0.0008502025887547846
36803,go bathroom ,-0.0008502025887547846
31856,places go vegas,-0.0008502025887547846
17606, sister ordered,-0.0008497956788984262
25820,wait super long,-0.0008489876031041659
192571,buffet three times,-0.0008487984441622959
160039, variety cakes,-0.0008487984441622959
199523,friends last saturday,-0.0008487984441622959
247670,last night early,-0.0008487984441622959
205085,buttery white wine,-0.0008487984441622959
161529,complaints  service,-0.0008487984441622959
175822,really good ny,-0.0008487984441622959
182395,made french toast,-0.0008487984441622959
154844,glass jars ,-0.0008487984441622959
155515,ate secret pizza,-0.0008487984441622959
46892,cheap either ,-0.0008487984441622959
43840,lunch price dinner,-0.0008487984441622959
52695, boiled crab,-0.0008487984441622959
246833,poultry  seafood,-0.0008487984441622959
257851,pancake ever eaten,-0.0008487984441622959
99591,tried buffets ,-0.0008487984441622959
79590,one best best,-0.0008487984441622959
212810,feel like burden,-0.0008487984441622959
216234,las vegas d,-0.0008487984441622959
103774,serrano tapas ,-0.0008487984441622959
133665,poppers  fries,-0.0008487984441622959
99085,set pretty high,-0.0008487984441622959
242789,dollars thats ,-0.0008487984441622959
48480,else las vegas,-0.0008487984441622959
127855,came saturday ,-0.0008487984441622959
77374,feel like home,-0.0008487984441622959
126943,customer friendly ,-0.0008487984441622959
81260, hour seated,-0.0008487984441622959
219306,flavors meat ,-0.0008487984441622959
79653,aria  definitely,-0.0008487984441622959
57831, really going,-0.0008487984441622959
241810,floor  security,-0.0008487984441622959
145116, upgraded strip,-0.0008487984441622959
120883, next month,-0.0008487984441622959
54722,way overpriced get,-0.0008487984441622959
55248,pepperoni  cheese,-0.0008487984441622959
179712,buffet vouchers ,-0.0008486958487117164
60773,cheeses  salads,-0.0008486958487117164
232116,really didn spend,-0.0008486958487117164
60264, minute walked,-0.0008486958487117164
144909,wide variety breakfast,-0.0008486958487117164
94616,improved years ,-0.0008486958487117164
190117,group came ,-0.0008486958487117164
138869,burgr amazing ,-0.0008486958487117164
53019, also close,-0.0008486958487117164
128599, small area,-0.0008486958487117164
254809,cosmo  rest,-0.0008486958487117164
85654, peppercorn steak,-0.0008486958487117164
199978,guess point ,-0.0008486958487117164
53191, please stay,-0.0008486958487117164
107180,home  think,-0.0008486958487117164
90331,tv screens ,-0.0008486958487117164
239459,however seated ,-0.0008486958487117164
108284,upgrade wrap around,-0.0008486958487117164
151295,re planning eat,-0.0008486958487117164
140261, especially bar,-0.0008486958487117164
212921,onion soup huge,-0.0008486958487117164
102145,like front desk,-0.0008486958487117164
115975,great people watch,-0.0008486958487117164
211863,meal cosmo ,-0.0008486958487117164
45129,reservations  wait,-0.0008486958487117164
110622,variety  tried,-0.0008486958487117164
223302,time stay vegas,-0.0008486958487117164
228257, kobe meatballs,-0.0008486958487117164
109359,received text saying,-0.0008486958487117164
52842, thought prices,-0.0008486958487117164
65291, honestly even,-0.0008486958487117164
221199,bite  literally,-0.0008486958487117164
121714,parties two ,-0.0008486958487117164
134840,definitely check re,-0.0008486958487117164
106689,pretty cool outside,-0.0008486958487117164
237380,went chanterelle burger,-0.0008486958487117164
121767,toothbrush  toothpaste,-0.0008486958487117164
229204, shaded areas,-0.0008486958487117164
225197,try place gordon,-0.0008486958487117164
122552,excellent  d,-0.0008486958487117164
32631,gas station ,-0.0008482964648289764
17488, m probably,-0.0008481865142321805
19011,stayed three nights,-0.0008477501989112307
27104,get something ,-0.0008476072546311389
13988,  entertainment,-0.000847202005680953
103777,king crabs legs,-0.0008459400769126177
86709,vanilla bean gelato,-0.0008459400769126177
211874,want go hotel,-0.0008459400769126177
57841,star  place,-0.0008459400769126177
222239, believe gordon,-0.0008459400769126177
46152,well  waiter,-0.0008459400769126177
163382, less stellar,-0.0008459400769126177
84945,buffets  best,-0.0008459400769126177
172859,time waiting get,-0.0008459400769126177
217130, array desserts,-0.0008459400769126177
110298,enough feel like,-0.0008459400769126177
237109,walk bellagio vdara,-0.0008459400769126177
259453, sides small,-0.0008459400769126177
158710,chocolate pot de,-0.0008459400769126177
82648,waive resort fees,-0.0008459400769126177
143563,already made mind,-0.0008459400769126177
151308,definitely best place,-0.0008459400769126177
180768, pm breakfast,-0.0008459400769126177
148787, lunch patio,-0.0008459400769126177
259488,rib eye melted,-0.0008459400769126177
167314,french foods ,-0.0008459400769126177
131041,chicken waffle good,-0.0008459400769126177
117230,eating  really,-0.0008459400769126177
244981, dad birthday,-0.0008459400769126177
216730, fancy ketchup,-0.0008459400769126177
150642,carrot cake good,-0.0008459400769126177
82097,day  chicken,-0.0008459400769126177
74993,cupcakes  cookies,-0.0008459400769126177
222702,put privacy sign,-0.0008459400769126177
257714,french toast unique,-0.0008459400769126177
158087,security  even,-0.0008459400769126177
127712,reservations online ,-0.0008459400769126177
201601,generally friendly ,-0.0008459400769126177
191920,money  mean,-0.0008459400769126177
139777, try watermelon,-0.0008459400769126177
57477,especially crab legs,-0.0008459400769126177
105111,service times ,-0.0008459400769126177
126175,hit hash house,-0.0008459400769126177
103789,vegas  compare,-0.0008459400769126177
94157, become tradition,-0.0008459400769126177
202566,use tv remote,-0.0008459400769126177
89451, one showed,-0.0008459400769126177
121761,decided make reservations,-0.0008459400769126177
83498,tomatoes  bacon,-0.0008459400769126177
220757,stay  terrible,-0.0008459400769126177
107164,staff around ,-0.0008459400769126177
89221,went eggs benedict,-0.0008459400769126177
193070,spent rest night,-0.0008459400769126177
44163,hash hash go,-0.0008459400769126177
185433, gonna happen,-0.0008459400769126177
169262,recommend patio seating,-0.0008459400769126177
59209, breakfast section,-0.0008459400769126177
63396,served  also,-0.0008459400769126177
103462,sauce  crispy,-0.0008459400769126177
91042,chicken broccoli ,-0.0008459400769126177
169184,without obtrusive ,-0.0008459400769126177
241484,place always hit,-0.0008459400769126177
198472,feeling like wasn,-0.0008459400769126177
88374,thought place okay,-0.0008459400769126177
220966, brother decided,-0.0008459400769126177
87686, three friends,-0.0008459400769126177
128667,recommend filet mignon,-0.0008459400769126177
97822,really good shrimp,-0.0008459400769126177
253722,sauce burger ,-0.0008459400769126177
201881,good amount heat,-0.0008459400769126177
53670, fish tacos,-0.0008459400769126177
259988,price  told,-0.0008459400769126177
211652,doesn even matter,-0.0008459400769126177
168930,gave free upgrade,-0.0008459400769126177
67193,went back last,-0.0008459400769126177
103297, still though,-0.0008459400769126177
177787,absolutely gigantic ,-0.0008459400769126177
220671,favorite pizza ,-0.0008459400769126177
175360,salmon petite baguette,-0.0008459400769126177
185616,go group people,-0.0008459400769126177
167351,shrimp tasted like,-0.0008459400769126177
236817,ribeye ever ,-0.0008459400769126177
137029,crazy amount food,-0.0008459400769126177
94375,area small ,-0.0008459400769126177
235744,comparison everything else,-0.0008459400769126177
82799, sat counter,-0.0008459400769126177
192768,refill glass ,-0.0008459400769126177
190095,poker room vegas,-0.0008459400769126177
246077,although large ,-0.0008459400769126177
236707,used huge fan,-0.0008459400769126177
250555,wine list bit,-0.0008459400769126177
225898,sure  friend,-0.0008459400769126177
159844,went get dessert,-0.0008459400769126177
160453,get extra star,-0.0008459400769126177
156339,amazing texture flavor,-0.0008459400769126177
198273,flavor cooked perfection,-0.0008459400769126177
147070,knew right place,-0.0008459400769126177
234644,gave chance ,-0.0008459400769126177
258783, stay motel,-0.0008459400769126177
123285,want take home,-0.0008459400769126177
54659,craving station ,-0.0008459400769126177
200530,duck dim sum,-0.0008459400769126177
77686,general public ,-0.0008459400769126177
171583, selection diverse,-0.0008459400769126177
163290,manager call back,-0.0008459400769126177
61052,restaurant  everything,-0.0008459400769126177
244300,us  expected,-0.0008459400769126177
122613,fantastic  server,-0.0008459400769126177
201224,warm drinks ,-0.0008459400769126177
117691, spoke management,-0.0008459400769126177
139134, presentation steaks,-0.0008459400769126177
94801,times  overall,-0.0008459400769126177
61852,young crowd ,-0.0008459400769126177
125775, cashew nut,-0.0008459400769126177
224529,red curry base,-0.0008459400769126177
198249,window  even,-0.0008459400769126177
200984, felt safer,-0.0008459400769126177
224495,large selection sushi,-0.0008459400769126177
126374,wife eggs benedict,-0.0008459400769126177
157252,long lines good,-0.0008459400769126177
164046,dollars  get,-0.0008459400769126177
114873,located promenade level,-0.0008459400769126177
226279,fun  otherwise,-0.0008459400769126177
104552,venetian  etc,-0.0008459400769126177
168400,price point food,-0.0008459400769126177
164403,literally looks like,-0.0008459400769126177
254924,delta sky club,-0.0008459400769126177
94422,great care ,-0.0008459400769126177
192931,live expectation ,-0.0008459400769126177
200449,one places open,-0.0008459400769126177
157066,delish  got,-0.0008459400769126177
136012,delicious  pizza,-0.0008459400769126177
229549, fact connected,-0.0008459400769126177
248935,move efficiently ,-0.0008459400769126177
77172,time flight ,-0.0008459400769126177
129173, normally hate,-0.0008459400769126177
223350,perfectly cooked meat,-0.0008459400769126177
154372,another tower ,-0.0008459400769126177
199849,look inside ,-0.0008459400769126177
66503, went quick,-0.0008459400769126177
92169,rushing us ,-0.0008459400769126177
48408,grits  fried,-0.0008459400769126177
244470,crispy seasoned well,-0.0008459400769126177
172318,happy  chicken,-0.0008459400769126177
181791, nothing wanted,-0.0008459400769126177
101776,especially given price,-0.0008459400769126177
186109, lunch came,-0.0008459400769126177
219999,brunch  add,-0.0008459400769126177
170780,go buffet strip,-0.0008459400769126177
261984,places eat lv,-0.0008459400769126177
35795,sit restaurants ,-0.000845138965302457
30131,high tech room,-0.0008450673643122488
182418,amount  much,-0.0008447113141386061
137298,room adequate ,-0.0008447113141386061
110501,meal  pretty,-0.0008447113141386061
220784,carpets filthy ,-0.0008447113141386061
162456,smelled clean ,-0.0008447113141386061
88226,twice much ,-0.0008447113141386061
194255, something seemed,-0.0008447113141386061
84600, order hell,-0.0008447113141386061
60450,waiter checked us,-0.0008447113141386061
219266, decorations nice,-0.0008447113141386061
60210,vegas  party,-0.0008447113141386061
92967,people  chicken,-0.0008447113141386061
83883,night resort fees,-0.0008447113141386061
113385,extra salty ,-0.0008447113141386061
193235,rest group arrived,-0.0008447113141386061
140424,decorated  bathroom,-0.0008447113141386061
150180,dry  disappointed,-0.0008447113141386061
63032,efficiency  ,-0.0008447113141386061
226199,need wicked spoon,-0.0008447113141386061
84059, excellent waiter,-0.0008447113141386061
261102,amazing  stk,-0.0008447113141386061
84788,didn time wait,-0.0008447113141386061
63411,lol  overall,-0.0008447113141386061
188557,waited another five,-0.0008447113141386061
150617, comfortable place,-0.0008447113141386061
246685, tad better,-0.0008447113141386061
219947, boy friend,-0.0008447113141386061
164889,well lit spacious,-0.0008447113141386061
53032,awesome views ,-0.0008447113141386061
220857,monday labor day,-0.0008447113141386061
159039,never came around,-0.0008447113141386061
60395,hot sandwich place,-0.0008447113141386061
109136,hostesses friendly ,-0.0008447113141386061
140462,fast pass disneyland,-0.0008447113141386061
133819,number called ,-0.0008447113141386061
192429,one worst service,-0.0008447113141386061
242475,ushered table ,-0.0008447113141386061
180173,tasty  next,-0.0008447113141386061
180318,go back taste,-0.0008447113141386061
168641, liked sauce,-0.0008447113141386061
257252,weekend  heard,-0.0008447113141386061
200365,strip  access,-0.0008447113141386061
125184,five star resort,-0.0008447113141386061
219855,cream came side,-0.0008447113141386061
218163,much better get,-0.0008447113141386061
62316,recommend truffle fries,-0.0008447113141386061
201138,bh location ,-0.0008447113141386061
140047,trump hotel ,-0.0008447113141386061
60924,suite two queen,-0.0008447113141386061
113325,work vegas ,-0.0008447113141386061
113167,rude employees ,-0.0008447113141386061
225724, like golden,-0.0008447113141386061
60726,service  say,-0.0008447113141386061
188879,also pretty high,-0.0008447113141386061
168698, know alcohol,-0.0008447113141386061
89250,sandwich warm ,-0.0008447113141386061
198005,legs  plenty,-0.0008447113141386061
62608,hype place gets,-0.0008447113141386061
187259,bacchanal  say,-0.0008447113141386061
257428,quality food beyond,-0.0008447113141386061
225652,pillows  like,-0.0008447113141386061
261104, expect chef,-0.0008447113141386061
146050,pretty good brunch,-0.0008447113141386061
249128,decent  expected,-0.0008447113141386061
67466, went labor,-0.0008447113141386061
92325,sections buffet ,-0.0008447113141386061
220982,room nice bathroom,-0.0008447113141386061
98408,front desk finally,-0.0008447113141386061
178579,place great pizza,-0.0008447113141386061
215572,strip  views,-0.0008447113141386061
122990,talked much ,-0.0008447113141386061
181865, hallways pretty,-0.0008447113141386061
203499,wifi  ethernet,-0.0008447113141386061
122993,cream  thai,-0.0008447113141386061
203459,great definitely worth,-0.0008447113141386061
88853, roasted peppers,-0.0008447113141386061
54329,relaxed atmosphere ,-0.0008447113141386061
243486,two highlights ,-0.0008447113141386061
56293,fantastic  wait,-0.0008447113141386061
111897,ordered bacon waffle,-0.0008447113141386061
154352,asked menu ,-0.0008447113141386061
157317,good variety asian,-0.0008447113141386061
135530,prime rib roasted,-0.0008447113141386061
191801,apologized  said,-0.0008447113141386061
87414,chicken  made,-0.0008447113141386061
122539,food court great,-0.0008447113141386061
108127,didn really anything,-0.0008447113141386061
243332,ambiance  server,-0.0008447113141386061
223172,long line leading,-0.0008447113141386061
135229,never book room,-0.0008447113141386061
170432, second drink,-0.0008447113141386061
66606, price room,-0.0008447113141386061
66618,order  server,-0.0008447113141386061
64888, sure going,-0.0008447113141386061
244286,felt like well,-0.0008447113141386061
85095,really taste ,-0.0008447113141386061
65603,last vegas ,-0.0008447113141386061
200447,overall  back,-0.0008447113141386061
54829,rooms quite nice,-0.0008447113141386061
122668, minutes way,-0.0008447113141386061
224603,literally seemed like,-0.0008447113141386061
215672,cool people ,-0.0008447113141386061
137659, hidden spot,-0.0008447113141386061
215801,attentive requests ,-0.0008447113141386061
224430,satisfied appetite ,-0.0008447113141386061
66048,dishes served little,-0.0008447113141386061
80909,leave wanting ,-0.0008447113141386061
66022,temperature  lights,-0.0008447113141386061
146477,food good food,-0.0008447113141386061
135238,octopus ceviche ,-0.0008447113141386061
131421,extra price ,-0.0008447113141386061
92493, gave little,-0.0008447113141386061
112305,types breads ,-0.0008447113141386061
215633,priorities  ,-0.0008447113141386061
65900,water damage ,-0.0008447113141386061
158808,rediculous  ,-0.0008447113141386061
203706,line efficiently ,-0.0008447113141386061
100970, crust crisp,-0.0008447113141386061
112221,selection  still,-0.0008447113141386061
224001, amount walking,-0.0008447113141386061
99271,clearing plates refilling,-0.0008447113141386061
191818,asked wanted dessert,-0.0008447113141386061
181938,dessert options amazing,-0.0008447113141386061
112131,excellent atmosphere ,-0.0008447113141386061
155431,casino  tried,-0.0008447113141386061
128430, min arrive,-0.0008447113141386061
63473,brunch  paid,-0.0008447113141386061
258125,server lady ,-0.0008447113141386061
225021,delicious food even,-0.0008447113141386061
258181,overall quite good,-0.0008447113141386061
80934,food  entertainment,-0.0008447113141386061
217403,people  glad,-0.0008447113141386061
221682,menu  literally,-0.0008447113141386061
159703,hotel many amenities,-0.0008447113141386061
128600,fresh kitchen ,-0.0008447113141386061
58728, nice spicy,-0.0008447113141386061
82870, also lacked,-0.0008447113141386061
140755,several pools ,-0.0008447113141386061
123811,next day brunch,-0.0008447113141386061
179560,line already formed,-0.0008447113141386061
123813, truly fantastic,-0.0008447113141386061
80211, unpretentious ,-0.0008447113141386061
110961, dishes presented,-0.0008447113141386061
53590,breakfast stuff ,-0.0008447113141386061
147570,outstanding  make,-0.0008447113141386061
58988,else plate ,-0.0008447113141386061
168015,even chicken breast,-0.0008447113141386061
59065,experience  many,-0.0008447113141386061
255754,vegas things ,-0.0008447113141386061
242651,single visit vegas,-0.0008447113141386061
83104,stayed march ,-0.0008447113141386061
140001, loved tuna,-0.0008447113141386061
110737,us gordon ramsay,-0.0008447113141386061
135220, informed check,-0.0008447113141386061
130821,case bacchanal ,-0.0008447113141386061
83273,two us couldn,-0.0008447113141386061
246049,like noise ,-0.0008447113141386061
245206,come short ,-0.0008447113141386061
246048,go re hungover,-0.0008447113141386061
111132,admit though ,-0.0008447113141386061
146352,black olives ,-0.0008447113141386061
64632,first earl sandwich,-0.0008447113141386061
123460,ve eaten bellagio,-0.0008447113141386061
85327,friend wedding ,-0.0008447113141386061
108362,honestly  say,-0.0008447113141386061
150356,expect stand line,-0.0008447113141386061
157413,cosmo  loved,-0.0008447113141386061
155333,go real restaurant,-0.0008447113141386061
182209, seems norm,-0.0008447113141386061
96219,went vegas last,-0.0008447113141386061
245630,crepe station good,-0.0008447113141386061
194029, awful customer,-0.0008447113141386061
225175,back hotel two,-0.0008447113141386061
215341, airport super,-0.0008447113141386061
225199,next door blue,-0.0008447113141386061
162349,sandwich  girlfriend,-0.0008447113141386061
261184,celebrating birthday got,-0.0008447113141386061
108533,pool  although,-0.0008447113141386061
249495,excalibur convenient ,-0.0008447113141386061
202609,hotel stars ,-0.0008447113141386061
58109, pistachio ice,-0.0008447113141386061
101221,unfortunately disappointed ,-0.0008447113141386061
58318,soups  sushi,-0.0008447113141386061
170607, also original,-0.0008447113141386061
132192,casinos area ,-0.0008447113141386061
257678, reason restaurant,-0.0008447113141386061
82743,bacon breakfast ,-0.0008447113141386061
111117, ask everything,-0.0008447113141386061
67703, everything wanted,-0.0008447113141386061
214368,buffalo style ,-0.0008447113141386061
79698,mochi  macarons,-0.0008447113141386061
129610,ordered full monty,-0.0008447113141386061
175632,d never expect,-0.0008447113141386061
252171,white cream sauce,-0.0008447113141386061
260322,brûlée  mini,-0.0008447113141386061
47028,service  tried,-0.0008447113141386061
99056, thought super,-0.0008447113141386061
47119, walk inside,-0.0008447113141386061
79701,hey  buffet,-0.0008447113141386061
260375,lunch buffett ,-0.0008447113141386061
166864,tad better ,-0.0008447113141386061
260381,freshly made tacos,-0.0008447113141386061
199319, probably cuz,-0.0008447113141386061
212430,sushi inedible ,-0.0008447113141386061
229553,great deal get,-0.0008447113141386061
120063,wouldn waste time,-0.0008447113141386061
195420,david copperfield magic,-0.0008447113141386061
172454, although servers,-0.0008447113141386061
106258,frozen mint hot,-0.0008447113141386061
129499,tasty nothing special,-0.0008447113141386061
77190,single slice ,-0.0008447113141386061
259033,speak another manager,-0.0008447113141386061
207218,time wonderful ,-0.0008447113141386061
199396,l shape couch,-0.0008447113141386061
237185,plus  waitress,-0.0008447113141386061
191900, give bouchon,-0.0008447113141386061
208091, topped toasted,-0.0008447113141386061
45758, charred okra,-0.0008447113141386061
137028,spoon twice ,-0.0008447113141386061
119405,place try since,-0.0008447113141386061
71545,las vegas top,-0.0008447113141386061
175395,afford eat ,-0.0008447113141386061
192775,part  server,-0.0008447113141386061
93548,customer service issues,-0.0008447113141386061
207843,dont let line,-0.0008447113141386061
236909, curry dishes,-0.0008447113141386061
45912,desserts  even,-0.0008447113141386061
126779,vegas  weren,-0.0008447113141386061
86683, wife started,-0.0008447113141386061
185699,loved music ,-0.0008447113141386061
135313,selection soups ,-0.0008447113141386061
116050,fried rice little,-0.0008447113141386061
254226,love chef ramsey,-0.0008447113141386061
116006,carafe sangria ,-0.0008447113141386061
116005,towards room ,-0.0008447113141386061
183858,went brunch amazing,-0.0008447113141386061
191901,ll always get,-0.0008447113141386061
134252,went easter weekend,-0.0008447113141386061
48310,belly fried rice,-0.0008447113141386061
142079,sauce  incredible,-0.0008447113141386061
151789, everything actually,-0.0008447113141386061
251389,everything  oyster,-0.0008447113141386061
159894,take luggage ,-0.0008447113141386061
255118, hate hotels,-0.0008447113141386061
50439, good chance,-0.0008447113141386061
162883,please come ,-0.0008447113141386061
240296,sheer size place,-0.0008447113141386061
171606,crisp outside still,-0.0008447113141386061
228152,elevators weren working,-0.0008447113141386061
205964,hotels  doesn,-0.0008447113141386061
162660, added salt,-0.0008447113141386061
205891,hours later finally,-0.0008447113141386061
121309,heard knock door,-0.0008447113141386061
167300,housekeeping made bed,-0.0008447113141386061
200252,star deduction ,-0.0008447113141386061
196966,came first thing,-0.0008447113141386061
99177,patio  view,-0.0008447113141386061
186765,mac cheese bomb,-0.0008447113141386061
130407,think bellagio better,-0.0008447113141386061
176742,vegas stay mgm,-0.0008447113141386061
251923,rib crab leg,-0.0008447113141386061
134683, always pay,-0.0008447113141386061
258713,bathroom previous guests,-0.0008447113141386061
127874,little bit spicy,-0.0008447113141386061
229180,reason chose restaurant,-0.0008447113141386061
48532,turkey cranberry sauce,-0.0008447113141386061
206991,vegas likely stay,-0.0008447113141386061
48580,couldn eat much,-0.0008447113141386061
229118,much everything buffet,-0.0008447113141386061
89903,various items ,-0.0008447113141386061
251774,went ahead gave,-0.0008447113141386061
251765,serviced  pm,-0.0008447113141386061
251480, several small,-0.0008447113141386061
176125,back next vacation,-0.0008447113141386061
161309,full dinner menu,-0.0008447113141386061
49032,quality  think,-0.0008447113141386061
96767,one new hotels,-0.0008447113141386061
69956,restaurant located strip,-0.0008447113141386061
238795,seating allows people,-0.0008447113141386061
195298,got people watch,-0.0008447113141386061
191162,recommended  went,-0.0008447113141386061
213001,come cheap ,-0.0008447113141386061
132481,made sure give,-0.0008447113141386061
228919,asked refill water,-0.0008447113141386061
195581,chef carving station,-0.0008447113141386061
183951,back  matter,-0.0008447113141386061
211513,want  favorite,-0.0008447113141386061
152757,plan ahead make,-0.0008447113141386061
193494,pom frittes ,-0.0008447113141386061
74607,drunken noodle crispy,-0.0008447113141386061
118071,long line buffet,-0.0008447113141386061
209202,birthday  waited,-0.0008447113141386061
185049,table  knew,-0.0008447113141386061
234948,everything looked fantastic,-0.0008447113141386061
158501,glory days ,-0.0008447113141386061
209081,bacchanal  ll,-0.0008447113141386061
210112,experience  coming,-0.0008447113141386061
210300,friends  came,-0.0008447113141386061
235055,restaurant  glad,-0.0008447113141386061
86374,bar staff friendly,-0.0008447113141386061
232918,trip lotus ,-0.0008447113141386061
208980,drunken nights ,-0.0008447113141386061
210369,eggs benedict served,-0.0008447113141386061
143465, walk bathroom,-0.0008447113141386061
232807,kung pao chickpeas,-0.0008447113141386061
127477,experience  quite,-0.0008447113141386061
208894, first found,-0.0008447113141386061
74874,friendly  although,-0.0008447113141386061
135994,breakfast buffet bellagio,-0.0008447113141386061
117542,snicker doodle cookie,-0.0008447113141386061
74498,eggs biscuit ,-0.0008447113141386061
209674,flavorful burger ,-0.0008447113141386061
234051,machines pay ,-0.0008447113141386061
74036,rib cap good,-0.0008447113141386061
196044,little interesting ,-0.0008447113141386061
253293,hotel  general,-0.0008447113141386061
143272,decided try anyway,-0.0008447113141386061
209528,experience buffet wynn,-0.0008447113141386061
166438,check guests ,-0.0008447113141386061
131110,hey re vegas,-0.0008447113141386061
253545,people  gambling,-0.0008447113141386061
152804, enjoy walking,-0.0008447113141386061
152898,prime rib almost,-0.0008447113141386061
174277,fresh  staff,-0.0008447113141386061
74377,time got dessert,-0.0008447113141386061
160060,spot  amazing,-0.0008447113141386061
174317,get full meal,-0.0008447113141386061
190831,tower bellagio fountains,-0.0008447113141386061
74460,friendly waiter ,-0.0008447113141386061
143150, getting money,-0.0008447113141386061
117978,honestly nothing special,-0.0008447113141386061
104490,executive hospitality suite,-0.0008447113141386061
259938,sweet  fact,-0.0008447113141386061
148783, sesame bun,-0.0008447113141386061
127045,hungry  took,-0.0008447113141386061
44606,price  expect,-0.0008447113141386061
231792,practically everything room,-0.0008447113141386061
166713,casino pretty ,-0.0008447113141386061
93596,location also great,-0.0008447113141386061
152486,line goes really,-0.0008447113141386061
231555, nice attempt,-0.0008447113141386061
45036,pools closed ,-0.0008447113141386061
236452, wouldnt come,-0.0008447113141386061
211338,first stay vegas,-0.0008447113141386061
86092,brick wall ,-0.0008447113141386061
86642,smoke flavor ,-0.0008447113141386061
71830,ever  absolutely,-0.0008447113141386061
231347, curtains room,-0.0008447113141386061
231338,person opposed ,-0.0008447113141386061
175184,great looking ,-0.0008447113141386061
119147,expected  especially,-0.0008447113141386061
236660,probably favorite spot,-0.0008447113141386061
236665,beyond fabulous ,-0.0008447113141386061
148933,dish stood ,-0.0008447113141386061
231086,plenty friendly staff,-0.0008447113141386061
208255,go bachi burger,-0.0008447113141386061
156162,didn think like,-0.0008447113141386061
75728,options  buffet,-0.0008447113141386061
134371, great hidden,-0.0008447113141386061
259473,get drinks order,-0.0008447113141386061
199893,stay hours ,-0.0008447113141386061
190946,come back awhile,-0.0008447113141386061
210664,well  smoked,-0.0008447113141386061
127001,ll let slide,-0.0008447113141386061
148082,went breakfast friday,-0.0008447113141386061
210704,even holiday inn,-0.0008447113141386061
103726,including one bathroom,-0.0008447113141386061
75425,told one best,-0.0008447113141386061
160125, many asian,-0.0008447113141386061
156528,station  definitely,-0.0008447113141386061
199560,times  either,-0.0008447113141386061
232237,inside nice clean,-0.0008447113141386061
127561, expected best,-0.0008447113141386061
235906,came early one,-0.0008447113141386061
97374,cocktail waitress came,-0.0008447113141386061
127565, know trying,-0.0008447113141386061
210890,think worth visit,-0.0008447113141386061
105346,meh  service,-0.0008447113141386061
72380,love place always,-0.0008447113141386061
196347,much  highly,-0.0008447113141386061
189641,restaurant  special,-0.0008447113141386061
205711,think ll eat,-0.0008447113141386061
212162,  indifferent,-0.0008447113141386061
84565,also  friend,-0.0008447113141386061
151475,something must try,-0.0008447113141386061
114125,tuna melt chipotle,-0.0008447113141386061
132284, know portions,-0.0008447113141386061
171321,undecided  ,-0.0008447113141386061
226477, reasonably sized,-0.0008447113141386061
227257,want unlimited mimosas,-0.0008447113141386061
187136,memories place ,-0.0008447113141386061
177299, returned later,-0.0008447113141386061
240959,expensive  longer,-0.0008447113141386061
164490,things menu wanted,-0.0008447113141386061
189694,keep mind place,-0.0008447113141386061
194939,get order right,-0.0008447113141386061
134114,casino classy ,-0.0008447113141386061
241977,wonderful  atmosphere,-0.0008447113141386061
52070,section  also,-0.0008447113141386061
255439,stayed  customer,-0.0008447113141386061
186943,five course meal,-0.0008447113141386061
227085,quality consistency ,-0.0008447113141386061
126156,like sleeping clouds,-0.0008447113141386061
107188,gladly pay ,-0.0008447113141386061
51990,read bad reviews,-0.0008447113141386061
213987,see lunch dinner,-0.0008447113141386061
147331, delicious combination,-0.0008447113141386061
144911,wait time like,-0.0008447113141386061
79254,chicken watermelon waffle,-0.0008447113141386061
68242,get lunch prices,-0.0008447113141386061
241524,made great time,-0.0008447113141386061
128111,tsa security lines,-0.0008447113141386061
121522,even get seated,-0.0008447113141386061
