,ngram,weight
745,minute wait ,-0.03529537519678536
90, highly recommend,-0.028935017733908646
1534, disappointing ,-0.028085542190515303
372,planet hollywood ,-0.025656137369931695
76, delicious ,-0.023495572350126386
1908,paris hotel ,-0.02300185511671626
1396,last night ,-0.022242161092463106
701,vegas buffet ,-0.02224061197367123
1356, croque madame,-0.02181410982714116
357,mac n cheese,-0.020666765788577436
1641, many options,-0.02063282004985738
725,house go go,-0.02016313618073173
2249,looked good ,-0.02013548792210577
1676,still good ,-0.01989902325536306
2138,star rating ,-0.01972687526259447
101,hot chocolate ,-0.01971805321850062
2701, stars food,-0.019284825561892174
34,delicious  ,-0.01873759849694645
296,per person ,-0.018357779340257074
1381,shrimp grits ,-0.018323894127507165
2481,made us feel,-0.01749283901584633
747, hell kitchen,-0.017483331649789362
1531, definitely return,-0.016735585846467893
3103, incredible ,-0.016662323499731162
1649,favorite buffet vegas,-0.01656964104495689
3394,ll definitely back,-0.01648978915313954
959,absolutely delicious ,-0.01630304803669898
2799, nice touch,-0.016212166302758343
3627, blue cheese,-0.016091490818305784
731,onion rings ,-0.01588813354639726
1403,buffet ever ,-0.015851809222271286
630,back next time,-0.01569319507664031
781,  boyfriend,-0.01568185518906448
47,frozen hot chocolate,-0.01548578564593308
4016, saturday night,-0.014997697017673395
2445,great buffet ,-0.014789265777231858
4757,place huge ,-0.014711656761375768
487,  seriously,-0.014668010817773162
665, truffle fries,-0.014622000685296059
7954,wanting try place,-0.014593341206169138
1018,seated right away,-0.014530930692126858
3362,never stay ,-0.01451480216968319
2496, high quality,-0.014188418654820949
687,portions huge ,-0.014180897059937745
4864,fries onion rings,-0.014158615792228645
2766,bottomless mimosas ,-0.014083639047954491
3716, champagne ,-0.013884564027330721
6025, unlimited mimosas,-0.013820538360891184
1731,hotel vegas ,-0.013624569719487865
2164,love love love,-0.0135880977937466
3912,food fresh ,-0.013557136375681829
482,chocolate covered strawberries,-0.013553683229207355
2523,buffet food ,-0.013526372161631278
391,first time ,-0.013391588772439173
1482, corned beef,-0.013276440354189449
6133,amazing  best,-0.013125545750058695
2202,friendly attentive ,-0.013123198314183659
2768,recommended  ,-0.013007595690224692
3096,hands best buffet,-0.012930023313546042
3693,couple times ,-0.012806222941417991
2308,  elevators,-0.012775896162291774
1753,service  food,-0.012697704198960505
2280,customers  ,-0.012645823804717257
2005,food court ,-0.012537608545034575
3974, place huge,-0.012516799832878213
738, sweet potato,-0.012464052509550464
441,eggs benedict ,-0.012330117964098235
5190, expected much,-0.012325225188719332
396, food great,-0.012287124651271054
3318,wait wasn bad,-0.012208915345848951
2428,afternoon  ,-0.012142179302185521
2293, wasn impressed,-0.01201097596863669
5335,roasted beef ,-0.011904568638729643
1714,buffets strip ,-0.011884407628997262
1400, great view,-0.011857321595858988
728, best buffet,-0.011769313673747901
3084,like buffets ,-0.011691265384318486
2273, bacchanal ,-0.011681262061317607
4292,perfect medium rare,-0.011668771580832708
5201, friday night,-0.011662916481014125
2001,service impeccable ,-0.011661564698570472
3341, service food,-0.011574829807079651
2797,baggage claim ,-0.011558806369569963
588,sandwiches  ,-0.011507202630287004
8421,somewhere  ,-0.01148305861089674
2169,yelp reviews ,-0.01141535977999599
2781,reasonable price ,-0.011350852243845693
367,chocolate  ,-0.01127750045016579
3048,good great ,-0.011250550116569535
1793,something else ,-0.011195365676520543
4060,enough share ,-0.011175117908860594
714,hash house go,-0.011164531361061568
3333,cooked well ,-0.01111243545100016
3175,comfort food ,-0.011086578948722246
4643,four stars ,-0.01100196009476719
281,great service ,-0.01097672539338919
2697,bloody mary bar,-0.010954542638669313
4504, street tacos,-0.010878896389885205
5408, definitely better,-0.010826196347579186
6519,room available ,-0.010794358663483264
6512, wagyu beef,-0.010627462335420574
5129,stayed vegas ,-0.010612104441629638
2595, deep fried,-0.010598635712936857
756, resort fee,-0.010594052618932872
2982,efficient  ,-0.010505448841386602
2857, give place,-0.01049924176554864
7674,room amazing ,-0.010493483229282627
2477, night stay,-0.010486838567061733
3774,stay anywhere else,-0.01045280792237821
555,food delicious ,-0.010244856785610294
4006,excited try place,-0.010159242257123122
2178, good selection,-0.01015662619133948
7301,asian cuisine ,-0.01013818606946905
6578,nothing fancy ,-0.01011134852679817
248,  delicious,-0.010065001156097063
1979,phenomenal  ,-0.010035945944096687
10734,  challenge,-0.010018285132285903
18411,also ordered ,-0.010007488996155046
7677,clean comfortable ,-0.010004267995838754
4283, staff super,-0.00997730368845739
8177, ordered side,-0.009971734274878711
6412,better buffets ,-0.009945785838806964
4297, casino nice,-0.009860197009522485
1617,overall  great,-0.009841802884752976
8132,sure make reservation,-0.009835268770211257
671, definitely go,-0.00981304244657887
3024,didn disappoint ,-0.009793795556064647
857, re looking,-0.00979304995635968
711,kitchen burger ,-0.009780924898376318
7466,gelato ice cream,-0.009747721552507213
3079,taste buds ,-0.009740603309294925
3223,highlights  ,-0.009729259783667784
695,serendipity  ,-0.009726211626014804
5115,fountain view ,-0.009722180050590024
5660, minutes check,-0.009699591112572709
3270,  attentive,-0.009691819635459696
1625,first time vegas,-0.009684264159040194
14968,favorite dishes ,-0.00965257822306423
16171, ordered breakfast,-0.00965257822306423
17016, seated table,-0.00956424788959641
2882,exceptional  ,-0.009497195006471294
15917, breakfast potatoes,-0.009496726656587783
5810, great price,-0.009471244260159162
2132,something everyone ,-0.009440443324022918
1905,nothing write home,-0.009422460909398748
2804, lazy river,-0.009414825900866251
5782,fish chips ,-0.009388673825979172
5983, poker room,-0.00936583433036713
11316,chicken waffles amazing,-0.00936336431664858
6291, soft shell,-0.009358625555837718
9331,goat cheese salad,-0.009356305712583115
1313,highly recommend ,-0.009345671551485765
1447,every time go,-0.009343677982018727
1370,hotel strip ,-0.009324284413067171
7950,ambiance great ,-0.009322851438043433
4624, presentation food,-0.009308977480987125
1852,write home ,-0.009263046326800771
4338,good reason ,-0.009254996292517992
9911,facing strip ,-0.009245802833098449
16109, depending time,-0.009245226637264431
10958, maybe dinner,-0.009244699826885486
6876, hotel huge,-0.009236250472827676
5358, asked waiter,-0.009227328901025332
1893, fried rice,-0.009209182810277147
3236,experience ever ,-0.009200727626140425
15866,ranch dressing ,-0.009193871312526419
3337,unlimited mimosas ,-0.00915489023595466
4288,duck curry ,-0.009151095339561016
3090,place  food,-0.009136470954704167
11712,wait  worth,-0.009132113640220136
9513, italian station,-0.009123543674713614
668,worth every penny,-0.009057150970472104
1228,minutes later ,-0.009054206816076504
3002,gelato bar ,-0.009040189538835652
2032, food fresh,-0.009020322445926252
8065,even though didn,-0.009007151617618642
2015,make sure get,-0.008993194941688758
1726,asian food ,-0.0089827757916577
6528, usually eat,-0.008957234658506268
5450,mgm grand hotel,-0.008956661827428165
3140, went breakfast,-0.00892457445640418
3768,dinner menu ,-0.008923868701066656
1422, husband ordered,-0.00891904739238684
5027,vegas  went,-0.008918464163630213
9123,line wasn bad,-0.008898822013032496
2902,lunch  dinner,-0.008883598565253387
7283, especially liked,-0.008882739898796852
11077,food around ,-0.008872573109374497
939,one best buffets,-0.008854995020423976
9387,wait get seated,-0.008846825628688474
18253,  ridiculously,-0.008823738682158805
4084,breakfast food ,-0.008805469441022106
17501,night early morning,-0.00877269859030586
9254,separate shower ,-0.008765768391858842
7110,attentive  food,-0.00876572723845315
15276,one gordon ramsay,-0.008764963634440905
12905, really felt,-0.00872718255603259
16133,started eating ,-0.008705578294949026
2291,overrated  ,-0.008688569439632815
7640, th anniversary,-0.008680992041094106
9438,tasted really good,-0.00866574931000373
3157,parking lot ,-0.008658249608458611
5255,places strip ,-0.008619064385912681
9030,service awful ,-0.008615153063850071
4538,cheese burger ,-0.008595307096854684
5421,chicken ve ever,-0.00858070793481532
3796, star service,-0.00856953660512032
14298, server didn,-0.008556745115036882
235,breakfast  ,-0.008556073077355647
17935,fryer baskets ,-0.008519668707699907
16246, lobster benedict,-0.008519235202477946
17580,beverly hills ,-0.008513708530190263
5727,enjoyed meal ,-0.008512897577756357
362, front desk,-0.008512734152191458
5491, especially considering,-0.008496754459058163
5774,vegas  make,-0.008494363699254708
5191, great flavor,-0.00849036162903964
763,farm burger ,-0.00847801540791064
4329,always great ,-0.008475485731724934
3240,legs  shrimp,-0.008470222837372124
3189, think worth,-0.008466086910820788
3730,soaking tub ,-0.008462172967901145
7902,dipping sauces ,-0.008456429441389557
13692,pretty disappointed ,-0.008442222151035971
18368,reasonable amount time,-0.008442222151035971
18489, another review,-0.00843764586600001
6443,gooey fries ,-0.008408381481818277
7437,vegas  like,-0.008398130258369227
1349,food pretty good,-0.008382228954030678
7046,third floor cosmopolitan,-0.00837522351484674
6207,high price ,-0.008373675762722157
4777,tender flavorful ,-0.008359602513154235
7857, italian section,-0.008336500849787409
1610, overall good,-0.008333610790237386
15719,watermelon juice ,-0.008328416813267996
2257,bellagio fountain ,-0.008324526980176527
6503,slot machine ,-0.008311500394139547
17973,amazing  wait,-0.008288098502109861
1553,deviled eggs ,-0.008279874272491602
13211,things buffet ,-0.008261030018314536
10833,service  didn,-0.008253114224685209
7319, quick service,-0.008238441504762207
13030,flight home ,-0.008222505507717442
648, creme brulee,-0.008215035945508932
5871, re staying,-0.008207022128159842
4785, many restaurants,-0.008190091323203107
5026, affordable ,-0.008188413568234632
2408,complaints  ,-0.008183486091758061
8616,make sure check,-0.008158872318979877
3529, definitely going,-0.008158075628489308
3817,  disappointment,-0.008156706172114964
12503, came monday,-0.008156081689273103
522, room service,-0.008155188412969083
13454,couple years ,-0.008152302028375436
10054,battered maui onion,-0.008151527846890341
6990,september  ,-0.008143270255287044
4072, crepe station,-0.008129961295844066
5287, definitely eat,-0.008116662126134242
6322,always packed ,-0.00811554403566455
3479,got money worth,-0.008109635879202864
13084,chicken  mac,-0.00809686596176928
12411,food  price,-0.00809686596176928
14123,buffet  ever,-0.00809686596176928
2375,coconut ice cream,-0.008095251453835953
6993,terrace one bedroom,-0.008088200357069407
2029, service impeccable,-0.008071118969819867
10018,time  definitely,-0.008064584592916493
10887,didn live hype,-0.008062019258920966
4476,gluten free ,-0.00804804971155234
3698, people watching,-0.00803586813377015
1572,everything delicious ,-0.008029724343002552
3393,okay  nothing,-0.008025203678575881
549,expensive  ,-0.008009987316082406
5136,hotel  room,-0.00800692687698276
1762, decided try,-0.007990028097339024
4563,mouth watering ,-0.007987661741943026
1733, medium rare,-0.007987134192725323
5991,bachelor party ,-0.00798652334021178
7065,server nice ,-0.007981132503153835
14177, blackberry bourbon,-0.007975425473111744
6933,worth visit ,-0.007973137909424707
14832,popular place ,-0.007971114065347824
1840,visit las vegas,-0.007970974806062741
10315, anything else,-0.007969223158988412
599,  something,-0.007956407030162845
276,french onion soup,-0.007953914462558848
15316,accommodate us ,-0.007949515756904304
2529, late night,-0.007901192057261525
13783,quite well ,-0.007900258877727866
2201,pretty quickly ,-0.007900203231168997
9749,cheese  fried,-0.007865944475402337
17064,night  went,-0.007855832088016806
12610,seafood  italian,-0.007852475566351578
8980,fine dining restaurant,-0.007845452555348851
9105,minutes get table,-0.007843018381015277
4775, definitely great,-0.007830318337536613
13523,  redeeming,-0.007813193890330469
11462,  ultimately,-0.007811134100928347
824, much better,-0.007803966467066588
18132,  fortunate,-0.007796612994957496
1675,needless say ,-0.007772314051828055
2129,full flavor ,-0.007770384979027216
17885, probably never,-0.0077628500880834155
17374, enough two,-0.007761390161197668
5359,quite tasty ,-0.007745405501809194
501, pretty much,-0.007742375267602863
7235,minutes get seated,-0.007734924873876774
14201, took first,-0.007734193611931602
11078, waiter told,-0.0077263047881323136
10527,paris casino ,-0.007711203061744981
512, minutes get,-0.007703261627591866
11262,happy birthday ,-0.007700499451930726
1557,  including,-0.007695873865340807
9992,ve ever vegas,-0.007694887892836049
15230, tried several,-0.00768936522995471
3943,overall great experience,-0.007688527099470157
10486,dollars per person,-0.007687328245207355
5527, food looked,-0.007656728880270569
3045,price paid ,-0.007655731490847131
3398,great people watching,-0.007641310033017832
8525, best breakfast,-0.007639080290595179
14264,shopping area ,-0.0076300846749690395
6003,beef sliders ,-0.007624293156984368
17695, line crazy,-0.007612663619539272
15679,curtains  tv,-0.0076084340560890595
5178,seated quickly ,-0.007607308555995772
5608,including  ,-0.007603909451092362
3346,service horrible ,-0.0075905500562352905
18459,phone calls ,-0.0075852562929921465
3897,large group ,-0.007568586302877448
4894, restaurant located,-0.007554071180338767
12840, menu items,-0.007535440290621939
12934,tod  crispy,-0.007519330171247453
13513,photos rcapajgkojc vo,-0.007512639163620082
17326,order tacos ,-0.007508019600544247
9181, reasonable ,-0.007486241973601785
14867,came friday night,-0.007486206107535859
9001,great things ,-0.007477614812548889
4519, asparagus ,-0.007473463224568052
8409,star restaurant ,-0.0074726988026667
9667,mignon merlot butter,-0.0074700656075448344
9894, personally like,-0.0074613005972336355
13709, prepare wait,-0.007453306128389435
6414, water pressure,-0.007432814678168944
4093,great view strip,-0.00743013904857398
1047,garlic prawns ,-0.007417125074892601
4584,last time vegas,-0.0073973913115786835
16778,youtube com watch,-0.007390551015122783
4307,  requested,-0.007382430730464984
2362, recommend ,-0.007380396493628828
10886, food stations,-0.007370196165861366
7790, small plates,-0.0073592166061932215
5102, recommend getting,-0.007354032372795104
5118, valet parking,-0.007353445407577208
8333, especially enjoyed,-0.007349835385300394
17904,  constantly,-0.007347915622108771
9178, english sharp,-0.007333743146579527
12391,high prices ,-0.007330286397161686
9948,fun experience ,-0.007330239462216585
1634,everything good ,-0.007319396764575445
446, staff friendly,-0.007311708227735964
3899,went lunch ,-0.007310773734871452
10700,looks good ,-0.007308528806180712
3396,surprised  ,-0.007307730433958895
5820, location great,-0.007294099351417951
6460,attentive service ,-0.007290815757679193
18813,clean  bathroom,-0.007289168383384835
5989, beautiful view,-0.007283352930813002
5833,make sure come,-0.007276807420745687
11337,love mon ami,-0.007276765334262527
4711,center strip ,-0.007268083934011764
4776,bacon waffles ,-0.007266688688390392
3928,honey hot sauce,-0.007264964491710246
15154,definitely recommend anyone,-0.007262845507180487
6397,bottled water ,-0.007237938156095179
9587, really nothing,-0.0072180028604802325
11787, wait worth,-0.007212931287034223
7053,conversation  ,-0.007207356262218264
18088,  nightclub,-0.007200039770514493
15807,squid ink pasta,-0.007196015041276627
8211,amazing  got,-0.007187509241738347
6448,along strip ,-0.007173066811396849
3358,bed comfortable ,-0.007166800785474489
220,excellent  ,-0.007161168474030141
17407,smaller side ,-0.007159316637255312
5970,overly sweet ,-0.0071559483948524715
14312,somewhere else next,-0.007140138788868466
8098,burger  good,-0.007138028249859154
6300,southern food ,-0.0071329898460460355
9379,next visit vegas,-0.007128003097177679
16765,experience  go,-0.00711368947048638
9243,hour seated ,-0.007110420490501474
5180, korean bbq,-0.007110276792118932
9715,sushi  chinese,-0.007105733707357344
2268, make reservations,-0.007103766375773729
210,service great ,-0.007095338342409859
16748, minutes go,-0.007088740669836968
4290,pizza joint ,-0.007083159400741823
12850,server amazing ,-0.007078111953088222
12780,  disappoint,-0.007062648964666141
17063,large enough share,-0.007053942601203886
17817,best part place,-0.007052259848890005
15095,wait next trip,-0.007047379511806803
1685,reasonably priced ,-0.007047085523132821
10854,italian  seafood,-0.007046206587530208
15542,meats  prime,-0.007030331574157772
8884,wanted like place,-0.007016851509646052
9160, many better,-0.007016505711320611
17233,type place ,-0.007011186655278531
8900, seating area,-0.007006459170766241
19281,best breakfast vegas,-0.007005138423977792
41765,gr restaurant ,-0.007005138423977792
21864,vegas buffet ve,-0.007005138423977792
30251,heard really good,-0.007005138423977792
37989,time  server,-0.007005138423977792
29909,look forward returning,-0.007005138423977792
22259,interior design ,-0.007005138423977792
22347, super cute,-0.007005138423977792
31095,time brunch ,-0.007005138423977792
20201,disappointed service ,-0.007005138423977792
42312,water glass never,-0.007005138423977792
39432, arrived sunday,-0.007005138423977792
19962,food  tried,-0.007005138423977792
32521,server super friendly,-0.007005138423977792
7754,stuffed chicken wings,-0.007000104929653832
6919, first last,-0.006997727111472354
3877, lot people,-0.006992767462828397
10635,fine  nothing,-0.0069863039095318154
132, fried chicken,-0.0069736458834052835
1992,bit pricey ,-0.00696503637416263
9219, wine selection,-0.006961211339376442
34801,better options strip,-0.00695811498520085
35689, fish cakes,-0.00695811498520085
42076,crack open ,-0.00695811498520085
10312,great room ,-0.006946055532804655
797,room service ,-0.006942418817367186
10973, room looked,-0.00692666691044977
2425,service amazing ,-0.006917091396691382
9048, mean really,-0.006910860055197693
3129,vegas  great,-0.006908710724261901
2490,creme brûlée ,-0.006888618735559567
13010, maybe came,-0.0068743116299053025
35419,stars  first,-0.006874243618242586
9703, matter fact,-0.006873873641941569
3453, favorites ,-0.006872500210798775
12843,inside outside ,-0.006871847582324161
7763, first experience,-0.006863873853708558
12381, also found,-0.006854624263944433
11569, definitely think,-0.006851442071769638
18179,seafood lovers ,-0.00683840500957512
5888,horrible experience ,-0.006837175949474071
2516,make reservations ,-0.00683245454096955
3499,hotel rooms ,-0.006830052259871107
4524, duck confit,-0.006830014196251808
42682,mixed together ,-0.0068272201794656465
30613,half hour seated,-0.0068272201794656465
11046,bit expensive ,-0.006823389192183989
7868,located strip ,-0.006820592573370549
8634,oreo sundae ,-0.006809016649676974
8700,go anywhere else,-0.006802349440423477
13911,place must try,-0.006797960939730955
13404,every dish ,-0.0067969507649278385
20792,experience food ,-0.006795927511846673
1296,overpriced  ,-0.006794900294445188
7307,ever come back,-0.006781555718288231
3491,good  really,-0.006768954123069236
15496,nicely done ,-0.006763882474503862
6729, rooms great,-0.006762822864765562
7577, early check,-0.006754434172370389
10941, burgers cooked,-0.006750605556559986
13258,wait longer ,-0.006739684222525572
9947,seated around ,-0.006721734676958623
10827, stayed tower,-0.006721139401060184
2111, bellagio buffet,-0.006709803860366123
16828,food nothing special,-0.006705317757019584
15042,buffet okay ,-0.00670304270032272
10501,portions big ,-0.006700455055418649
7941,best sandwiches ever,-0.0066989118369977195
819, wait staff,-0.00669433019395635
22056,single penny ,-0.00669219229245074
7669, arrived early,-0.006680524741737936
6580,price  food,-0.006674852265300273
25424,chicken  mashed,-0.006671659330770032
32017, white meat,-0.006671659330770032
38578,little sweet taste,-0.006671659330770032
41407,oysters  fresh,-0.006671659330770032
32135,alcoholic drink ,-0.006671659330770032
41420,get room key,-0.006671659330770032
42654,friendly  nice,-0.006671659330770032
25584,though  great,-0.006671659330770032
37101,giant pyramid ,-0.006671659330770032
36825, went little,-0.006671659330770032
32319,made reservation open,-0.006671659330770032
36476,dinner  came,-0.006671659330770032
41396,cosmopolitan  ve,-0.006671659330770032
32008,waitress attentive ,-0.006671659330770032
27552,wait hour long,-0.006671659330770032
26208, outstanding service,-0.006671659330770032
40522,sandwich place ve,-0.006671659330770032
40308,separate tub ,-0.006671659330770032
26523,  apologize,-0.006671659330770032
41790,typical vegas ,-0.006671659330770032
40149, tried earl,-0.006671659330770032
39894,came sunday around,-0.006671659330770032
31713,ve ever restaurant,-0.006671659330770032
39874,several days ,-0.006671659330770032
35902, like nothing,-0.006671659330770032
26980,ve never wait,-0.006671659330770032
40534,review buffet ,-0.006671659330770032
39435,best value ,-0.006671659330770032
27204,kitchen staff ,-0.006671659330770032
27528, excited finally,-0.006671659330770032
26897,little early ,-0.006671659330770032
39681,night away ,-0.006671659330770032
35988, waited less,-0.006671659330770032
21135,good  wanted,-0.006671659330770032
34899, aren going,-0.006671659330770032
24067,sinks  separate,-0.006671659330770032
34403,best  great,-0.006671659330770032
19289,service  best,-0.006671659330770032
23523,grand king room,-0.006671659330770032
21263,ate whole thing,-0.006671659330770032
23122,prime rib also,-0.006671659330770032
23037,original frozen hot,-0.006671659330770032
22871,romantic dinner ,-0.006671659330770032
30399, night went,-0.006671659330770032
21039,overpriced food ,-0.006671659330770032
35086,upgrade fee ,-0.006671659330770032
24353, turn service,-0.006671659330770032
30130,drink  also,-0.006671659330770032
19322,wait though ,-0.006671659330770032
22449,food table ,-0.006671659330770032
22136, went bacchanal,-0.006671659330770032
24638,best place go,-0.006671659330770032
21231,apple juice ,-0.006671659330770032
21936,recommend place everyone,-0.006671659330770032
42840,reviews  food,-0.006671659330770032
42773, ate everything,-0.006671659330770032
22823,something missing ,-0.006671659330770032
29975, refilled drinks,-0.006671659330770032
7133,roasted beef wellington,-0.006663431526623736
39219,minutes even though,-0.0066492668850328274
41315,even reservation ,-0.0066492668850328274
25735, major plus,-0.0066492668850328274
27067,looked like someone,-0.0066492668850328274
23607,best part experience,-0.0066492668850328274
33006,farm burger hell,-0.0066492668850328274
24228,experience restaurant ,-0.0066492668850328274
31043, even service,-0.0066492668850328274
24311,really good service,-0.0066492668850328274
29065,buffet  huge,-0.0066492668850328274
28436,m still waiting,-0.0066492668850328274
29974,juicy prime rib,-0.0066492668850328274
23617,crisp outside ,-0.0066492668850328274
22836,covered strawberry ,-0.0066492668850328274
33618,rib  sausages,-0.0066492668850328274
25262,bread table ,-0.0066492668850328274
36434,standard fare ,-0.0066492668850328274
29482, great good,-0.0066492668850328274
3207,makes feel like,-0.006644072973697461
1993,  appetizer,-0.006635320989230952
35477, hotel manager,-0.006625698890414926
24754,pools great ,-0.006625698890414926
35259, bacchanal one,-0.006625698890414926
18155,lobster eggs benedict,-0.006625010898732364
16749, double sinks,-0.006611189185647851
30590,fully cooked ,-0.006609327546644008
30331,arrangements  ,-0.00660330644467772
16949, re waiting,-0.006601332491531538
20171,location good ,-0.006600097360857088
37908,right front us,-0.006600097360857088
5529,long time get,-0.00659952754487135
2694,ve ever tasted,-0.006597586228642339
2707,either way ,-0.0065955585076971175
6561,floor cosmo ,-0.006593039944942061
18363, escargots ,-0.006587995489390681
3726, another thing,-0.006577704920421653
17880,didn want get,-0.006575287477453316
15657,super slow ,-0.006574812858421132
39145,service time ,-0.006572033609653598
35589,perfect  definitely,-0.006572033609653598
3981, booked room,-0.006570464089629904
532, really enjoyed,-0.006565391204753666
6228, friend said,-0.006559427540463544
6541,never empty ,-0.006556789268805001
3463, service okay,-0.006555241460726481
24016, probably order,-0.006550773290578713
30636,st  germain,-0.0065494487708482405
9351,decided try place,-0.006546005822554374
1046,attentive  ,-0.006545454230761669
35817, relatively cheap,-0.006539385270076231
3702,eat buffet ,-0.0065333146524991035
7894,  following,-0.006526639615203999
7211,dessert options ,-0.006521019567130152
14513, rooms super,-0.006518943113137514
6584,hotels ve stayed,-0.006515342476248215
5020,wait worth ,-0.0065094730182571415
2139,filet mignon ,-0.006508637073089869
2689,prices reasonable ,-0.006505157148258445
3832, came dinner,-0.006504487766003215
748,something  ,-0.006504295709561259
28188, watermelon waffles,-0.006500606609768499
27662, rooms good,-0.006500606609768499
34442,inside  wait,-0.006500278706740646
42246,since many people,-0.006494767234741779
40500, little small,-0.006494767234741779
11074,amazing  ordered,-0.006488631114651486
30067,even though really,-0.00648844150645269
36557,  connecting,-0.00648844150645269
13536,whatever reason ,-0.006484380577138976
9473,floor room ,-0.0064768377279107526
1088, seems like,-0.006474099676680844
41976, re visiting,-0.006473674985227329
38493,buffets tried vegas,-0.00647254285856501
18137, come dinner,-0.006470822552002227
31057,good place try,-0.006470137998378846
516, great place,-0.006467617651537429
10812, didn offer,-0.006462993178340662
8138,worth food ,-0.006461183510594803
8243, made great,-0.006457375214316592
2366, waste time,-0.006454273165351111
5702,ve long time,-0.006451336505300764
28593,decent selection ,-0.006451282539490126
37057, ordered corn,-0.0064504294793728024
25299, suite huge,-0.006450150412827804
15474,rooms ready ,-0.006448448835872995
39224,potato croquettes ,-0.006447745552641641
42671,shake creme brûlée,-0.006447745552641641
41683, place excellent,-0.006447745552641641
39201,unlimited wine ,-0.006447745552641641
14099, people share,-0.006441994341891755
14514, first course,-0.006441211645193918
1503,goat cheese ,-0.006440018908679507
9863, went friday,-0.006438716446059386
34833,glass red wine,-0.006435805581324281
12126, doesn love,-0.006435052148709483
12989,prime rib dry,-0.006435052148709483
13592,place order ,-0.006435052148709483
11586,buffets  food,-0.006435052148709483
11153, took awhile,-0.006435052148709483
7099, thought pretty,-0.006434926347146913
5795, line moves,-0.006432651379979628
24356,fish sauce ,-0.006431671992592531
38361, already paid,-0.006428621827387686
3365,little bit ,-0.006425386825812521
7344, new favorite,-0.006421112716248677
27230,mind blown ,-0.006418283068346728
38390,buffet  friends,-0.006418283068346728
9525,best  buffet,-0.006416429866871188
12312, made point,-0.006413453840265962
9817, even vegas,-0.006411095641373941
17753,american wagyu rib,-0.006410683490977266
42064,food sitting heat,-0.0064075082974751054
15169,much time room,-0.0064062519794123255
17505, quite delicious,-0.006403398553589844
21625,ve tried many,-0.006401012617105494
37155,moment arrived ,-0.006399628933460572
16114,much appreciated ,-0.006399211006597589
5889,standing line ,-0.006393381970372091
13701, service extremely,-0.0063907216732161185
1628,place stay ,-0.006390465865313863
18474,time  stayed,-0.006385950892294335
36574,everyone know ,-0.006385115851737898
13145,large bathroom ,-0.0063809809782860655
1109,white pizza ,-0.006379122005043351
19937,bread pudding style,-0.006372738988933354
15231,  currently,-0.006369926460173095
8809, third time,-0.006366353015483902
16504,experience mon ami,-0.006366028089562711
42276,casino room ,-0.0063651149546026875
8778, appreciated ,-0.006358633433706621
8205,gave us free,-0.00635667766023813
16954,buffet  well,-0.006353332622816632
16256, friends said,-0.006348960965016769
3021,chocolate cake ,-0.006347952499692684
9738,service better ,-0.00634782853337108
5258,cheese  lettuce,-0.006343636524218781
27828,try one restaurants,-0.006342621248811209
14006,went first time,-0.006342071785580459
8189, always great,-0.006338429028035759
20065,mgm property ,-0.00633738079390853
2289, many choices,-0.006336546215660922
10553, quiche lorraine,-0.006328976118943409
34508, desserts average,-0.00632443976543272
12336,vegas  rooms,-0.006323468842045965
32361,marrow  pork,-0.006319498328978486
27321,chive waffles ,-0.006319008478796321
31499, server sweet,-0.006319008478796321
25560,delicious  friend,-0.006318011322161848
10421,right next ,-0.006311353299985698
7919,chipotle sauce ,-0.006311080396555061
5422, mins later,-0.006311022055372566
15940,kah kai soup,-0.00630877015367389
39842,place  little,-0.006302519022651378
40592, insanely good,-0.006300885106288743
24047,didn even touch,-0.006300885106288743
42103,good  shared,-0.006300550796878419
9275, unacceptable ,-0.006299446948731149
7746,five minutes ,-0.006297630495829431
17271,however  place,-0.006297525335029031
40066,selection asian food,-0.006296289659683079
11357,food  quality,-0.006294612017009928
4879,service  good,-0.006293906113073458
6781,great pizza ,-0.006278912709902186
10719,  individual,-0.006275842040901929
25160,avoid wait ,-0.006273048038441213
7108, good price,-0.00626848569680397
3727,chocolate mousse ,-0.006266553772946964
19428, many flavors,-0.00626485048895572
39573, wouldn eat,-0.006261431424500412
2743, nothing spectacular,-0.006259945721416449
8929, biggest complaint,-0.006259439589410339
40323,slice good ,-0.006259258077433902
40996, please stop,-0.006259258077433902
15564, love seafood,-0.006258332056210525
15927,time  tried,-0.006256690489978931
10361,regular room ,-0.006251525360190926
8940,many restaurants ,-0.006251525360190926
10965, really hope,-0.006251525360190926
8861, mediocre food,-0.006251525360190926
6800,seated promptly ,-0.006250322688690357
12339,simply delicious ,-0.006248417989347186
18263,night clubbing ,-0.006248417989347186
5619, oyster shooters,-0.0062430231408384836
12408, also split,-0.006242997246206162
7564,blue plate special,-0.006239075550247479
27980,okay  little,-0.00623876217097025
39180, almost much,-0.006235640617199691
11148,food available ,-0.0062305430324876504
8977,room suite ,-0.006230517464990424
19734, tried place,-0.006229938186805749
13662,one favorite dishes,-0.006229106298937391
8551,highlight meal ,-0.006227851693173742
6767,cheese good ,-0.006224451107895369
10594,worth price tag,-0.006223692283185378
41176,minutes  still,-0.006223359270516457
7550,great restaurant ,-0.006222470910688114
16641,want wait line,-0.006222095823060036
39237, turkey cranberry,-0.00621987260786205
15227, allowed us,-0.00621955482458673
378,french toast ,-0.0062174270642539565
14479,fresh bread ,-0.006209937858664579
34324, also visited,-0.006209491495630816
